District,Variety,Month,Year
Pune,LRA,Jul,2019
Pune,N-44,Jul,2019
Pune,DCH-32(Unginned),Jul,2019
Dhule,Varaxmi,Jul,2019
Dhule,Desi,Jul,2019
Dhule,Other,Jul,2019
Dhule,H-4(A) 27mm FIne,Jul,2019
Dhule,LRA,Jul,2019
Dhule,N-44,Jul,2019
Dhule,DCH-32(Unginned),Jul,2019
Pune,Varaxmi,Aug,2019
Pune,Desi,Aug,2019
Pune,Other,Aug,2019
Pune,H-4(A) 27mm FIne,Aug,2019
Pune,LRA,Aug,2019
Pune,N-44,Aug,2019
Pune,DCH-32(Unginned),Aug,2019
Dhule,Varaxmi,Aug,2019
Dhule,Desi,Aug,2019
Dhule,Other,Aug,2019
Dhule,H-4(A) 27mm FIne,Aug,2019
Dhule,LRA,Aug,2019
Dhule,N-44,Aug,2019
Dhule,DCH-32(Unginned),Aug,2019
Pune,Varaxmi,Sep,2019
Pune,Desi,Sep,2019
Pune,Other,Sep,2019
Pune,H-4(A) 27mm FIne,Sep,2019
Pune,LRA,Sep,2019
Pune,N-44,Sep,2019
Pune,DCH-32(Unginned),Sep,2019
Dhule,Varaxmi,Sep,2019
Dhule,Desi,Sep,2019
Dhule,Other,Sep,2019
Dhule,H-4(A) 27mm FIne,Sep,2019
Dhule,LRA,Sep,2019
Dhule,N-44,Sep,2019
Dhule,DCH-32(Unginned),Sep,2019
Pune,Varaxmi,Oct,2019
Pune,Desi,Oct,2019
Pune,Other,Oct,2019
Pune,H-4(A) 27mm FIne,Oct,2019
Pune,LRA,Oct,2019
Pune,N-44,Oct,2019
Pune,DCH-32(Unginned),Oct,2019
Dhule,Varaxmi,Oct,2019
Dhule,Desi,Oct,2019
Dhule,Other,Oct,2019
Dhule,H-4(A) 27mm FIne,Oct,2019
Dhule,LRA,Oct,2019
Dhule,N-44,Oct,2019
Dhule,DCH-32(Unginned),Oct,2019
Pune,Varaxmi,Nov,2019
Pune,Desi,Nov,2019
Pune,Other,Nov,2019
Pune,H-4(A) 27mm FIne,Nov,2019
Pune,LRA,Nov,2019
Pune,N-44,Nov,2019
Pune,DCH-32(Unginned),Nov,2019
Dhule,Varaxmi,Nov,2019
Dhule,Desi,Nov,2019
Dhule,Other,Nov,2019
Dhule,H-4(A) 27mm FIne,Nov,2019
Dhule,LRA,Nov,2019
Dhule,N-44,Nov,2019
Dhule,DCH-32(Unginned),Nov,2019
Pune,Varaxmi,Dec,2019
Pune,Desi,Dec,2019
Pune,Other,Dec,2019
Pune,H-4(A) 27mm FIne,Dec,2019
Pune,LRA,Dec,2019
Pune,N-44,Dec,2019
Pune,DCH-32(Unginned),Dec,2019
Dhule,Varaxmi,Dec,2019
Dhule,Desi,Dec,2019
Dhule,Other,Dec,2019
Dhule,H-4(A) 27mm FIne,Dec,2019
Dhule,LRA,Dec,2019
Dhule,N-44,Dec,2019
Dhule,DCH-32(Unginned),Dec,2019
Pune,Varaxmi,Mar,2018
Pune,Desi,Mar,2018
Pune,Other,Mar,2018
Pune,H-4(A) 27mm FIne,Mar,2018
Pune,LRA,Mar,2018
Pune,N-44,Mar,2018
Pune,DCH-32(Unginned),Mar,2018
Dhule,Varaxmi,Mar,2018
Dhule,Desi,Mar,2018
Dhule,Other,Mar,2018
Dhule,H-4(A) 27mm FIne,Mar,2018
Dhule,LRA,Mar,2018
Dhule,N-44,Mar,2018
Dhule,DCH-32(Unginned),Mar,2018
Pune,Varaxmi,Apr,2018
Pune,Desi,Apr,2018
Pune,Other,Apr,2018
Pune,H-4(A) 27mm FIne,Apr,2018
Pune,LRA,Apr,2018
Pune,N-44,Apr,2018
Pune,DCH-32(Unginned),Apr,2018
Dhule,Varaxmi,Apr,2018
Dhule,Desi,Apr,2018
Dhule,Other,Apr,2018
Dhule,H-4(A) 27mm FIne,Apr,2018
Dhule,LRA,Apr,2018
Dhule,N-44,Apr,2018
Dhule,DCH-32(Unginned),Apr,2018
Pune,Varaxmi,May,2018
Pune,Desi,May,2018
Pune,Other,May,2018
Pune,H-4(A) 27mm FIne,May,2018
Pune,LRA,May,2018
Pune,N-44,May,2018
Pune,DCH-32(Unginned),May,2018
Dhule,Varaxmi,May,2018
Dhule,Desi,May,2018
Dhule,Other,May,2018
Dhule,H-4(A) 27mm FIne,May,2018
Dhule,LRA,May,2018
Dhule,N-44,May,2018
Dhule,DCH-32(Unginned),May,2018
Pune,Varaxmi,Jun,2018
Pune,Desi,Jun,2018
Pune,Other,Jun,2018
Pune,H-4(A) 27mm FIne,Jun,2018
Pune,LRA,Jun,2018
Pune,N-44,Jun,2018
Pune,DCH-32(Unginned),Jun,2018
Dhule,Varaxmi,Jun,2018
Dhule,Desi,Jun,2018
Dhule,Other,Jun,2018
Dhule,H-4(A) 27mm FIne,Jun,2018
Dhule,LRA,Jun,2018
Dhule,N-44,Jun,2018
Dhule,DCH-32(Unginned),Jun,2018
Pune,Varaxmi,Jul,2018
Pune,Desi,Jul,2018
Pune,Other,Jul,2018
Pune,H-4(A) 27mm FIne,Jul,2018
Pune,LRA,Jul,2018
Pune,N-44,Jul,2018
Pune,DCH-32(Unginned),Jul,2018
Dhule,Varaxmi,Jul,2018
Dhule,Desi,Jul,2018
Dhule,Other,Jul,2018
Dhule,H-4(A) 27mm FIne,Jul,2018
Dhule,LRA,Jul,2018
Dhule,N-44,Jul,2018
Dhule,DCH-32(Unginned),Jul,2018
Pune,Varaxmi,Aug,2018
Pune,Desi,Aug,2018
Pune,Other,Aug,2018
Pune,H-4(A) 27mm FIne,Aug,2018
Pune,LRA,Aug,2018
Pune,N-44,Aug,2018
Pune,DCH-32(Unginned),Aug,2018
Dhule,Varaxmi,Aug,2018
Dhule,Desi,Aug,2018
Dhule,Other,Aug,2018
Dhule,H-4(A) 27mm FIne,Aug,2018
Dhule,LRA,Aug,2018
Dhule,N-44,Aug,2018
Dhule,DCH-32(Unginned),Aug,2018
Pune,Varaxmi,Sep,2018
Pune,Desi,Sep,2018
Pune,Other,Sep,2018
Pune,H-4(A) 27mm FIne,Sep,2018
Pune,LRA,Sep,2018
Pune,N-44,Sep,2018
Pune,DCH-32(Unginned),Sep,2018
Dhule,Varaxmi,Sep,2018
Dhule,Desi,Sep,2018
Dhule,Other,Sep,2018
Dhule,H-4(A) 27mm FIne,Sep,2018
Dhule,LRA,Sep,2018
Dhule,N-44,Sep,2018
Dhule,DCH-32(Unginned),Sep,2018
Pune,Varaxmi,Oct,2018
Pune,Desi,Oct,2018
Pune,Other,Oct,2018
Pune,H-4(A) 27mm FIne,Oct,2018
Pune,LRA,Oct,2018
Pune,N-44,Oct,2018
Pune,DCH-32(Unginned),Oct,2018
Dhule,Varaxmi,Oct,2018
Dhule,Desi,Oct,2018
Dhule,Other,Oct,2018
Dhule,H-4(A) 27mm FIne,Oct,2018
Dhule,LRA,Oct,2018
Dhule,N-44,Oct,2018
Dhule,DCH-32(Unginned),Oct,2018
Pune,Varaxmi,Nov,2018
Pune,Desi,Nov,2018
Pune,Other,Nov,2018
Pune,H-4(A) 27mm FIne,Nov,2018
Pune,LRA,Nov,2018
Pune,N-44,Nov,2018
Pune,DCH-32(Unginned),Nov,2018
Dhule,Varaxmi,Nov,2018
Dhule,Desi,Nov,2018
Dhule,Other,Nov,2018
Dhule,H-4(A) 27mm FIne,Nov,2018
Dhule,LRA,Nov,2018
Dhule,N-44,Nov,2018
Dhule,DCH-32(Unginned),Nov,2018
Pune,Varaxmi,Dec,2018
Pune,Desi,Dec,2018
Pune,Other,Dec,2018
Pune,H-4(A) 27mm FIne,Dec,2018
Pune,LRA,Dec,2018
Pune,N-44,Dec,2018
Pune,DCH-32(Unginned),Dec,2018
Dhule,Varaxmi,Dec,2018
Dhule,Desi,Dec,2018
Dhule,Other,Dec,2018
Dhule,H-4(A) 27mm FIne,Dec,2018
Dhule,LRA,Dec,2018
Dhule,N-44,Dec,2018
Dhule,DCH-32(Unginned),Dec,2018
