,District,Variety,Month,Year,Price
2767,Ahmednagar,Other,Dec,2018,4659
2768,Ahmednagar,H-4(A) 27mm FIne,Dec,2018,4798
2769,Ahmednagar,LRA,Dec,2018,4727
2770,Ahmednagar,N-44,Dec,2018,4701
2771,Ahmednagar,DCH-32(Unginned),Dec,2018,4524
2772,Pune,Varaxmi,Jan,2019,4695
2773,Pune,Desi,Jan,2019,4711
2774,Pune,Other,Jan,2019,4678
2775,Pune,H-4(A) 27mm FIne,Jan,2019,4850
2776,Pune,LRA,Jan,2019,4725
2777,Pune,N-44,Jan,2019,4715
2778,Pune,DCH-32(Unginned),Jan,2019,4587
2779,Dhule,Varaxmi,Jan,2019,4695
2780,Dhule,Desi,Jan,2019,4711
2781,Dhule,Other,Jan,2019,4678
2782,Dhule,H-4(A) 27mm FIne,Jan,2019,4850
2783,Dhule,LRA,Jan,2019,4725
2784,Dhule,N-44,Jan,2019,4715
2785,Dhule,DCH-32(Unginned),Jan,2019,4587
2786,Pune,Varaxmi,Feb,2019,4651
2787,Pune,Desi,Feb,2019,4696
2788,Pune,Other,Feb,2019,4659
2789,Pune,H-4(A) 27mm FIne,Feb,2019,4798
2790,Pune,LRA,Feb,2019,4727
2791,Pune,N-44,Feb,2019,4701
2792,Pune,DCH-32(Unginned),Feb,2019,4524
2793,Dhule,Varaxmi,Feb,2019,4651
2794,Dhule,Desi,Feb,2019,4696
2795,Dhule,Other,Feb,2019,4659
2796,Dhule,H-4(A) 27mm FIne,Feb,2019,4798
2797,Dhule,LRA,Feb,2019,4727
2798,Dhule,N-44,Feb,2019,4701
2799,Dhule,DCH-32(Unginned),Feb,2019,4524
2800,Pune,Varaxmi,Mar,2019,4611
2801,Pune,Desi,Mar,2019,4689
2802,Pune,Other,Mar,2019,4644
2803,Pune,H-4(A) 27mm FIne,Mar,2019,4752
2804,Pune,LRA,Mar,2019,4732
2805,Pune,N-44,Mar,2019,4696
2806,Pune,DCH-32(Unginned),Mar,2019,4457
2807,Dhule,Varaxmi,Mar,2019,4611
2808,Dhule,Desi,Mar,2019,4689
2809,Dhule,Other,Mar,2019,4644
2810,Dhule,H-4(A) 27mm FIne,Mar,2019,4752
2811,Dhule,LRA,Mar,2019,4732
2812,Dhule,N-44,Mar,2019,4696
2813,Dhule,DCH-32(Unginned),Mar,2019,4457
2814,Pune,Varaxmi,Apr,2019,4651
2815,Pune,Desi,Apr,2019,4696
2816,Pune,Other,Apr,2019,4659
2817,Pune,H-4(A) 27mm FIne,Apr,2019,4798
2818,Pune,LRA,Apr,2019,4727
2819,Pune,N-44,Apr,2019,4701
2820,Pune,DCH-32(Unginned),Apr,2019,4524
2821,Dhule,Varaxmi,Apr,2019,4651
2822,Dhule,Desi,Apr,2019,4696
2823,Dhule,Other,Apr,2019,4659
2824,Dhule,H-4(A) 27mm FIne,Apr,2019,4798
2825,Dhule,LRA,Apr,2019,4727
2826,Dhule,N-44,Apr,2019,4701
2827,Dhule,DCH-32(Unginned),Apr,2019,4524
2828,Pune,Varaxmi,May,2019,4651
2829,Pune,Desi,May,2019,4696
2830,Pune,Other,May,2019,4659
2831,Pune,H-4(A) 27mm FIne,May,2019,4798
2832,Pune,LRA,May,2019,4727
2833,Pune,N-44,May,2019,4701
2834,Pune,DCH-32(Unginned),May,2019,4524
2835,Dhule,Varaxmi,May,2019,4651
2836,Dhule,Desi,May,2019,4696
2837,Dhule,Other,May,2019,4659
2838,Dhule,H-4(A) 27mm FIne,May,2019,4798
2839,Dhule,LRA,May,2019,4727
2840,Dhule,N-44,May,2019,4701
2841,Dhule,DCH-32(Unginned),May,2019,4524
2842,Pune,Varaxmi,June,2019,4651
2843,Pune,Desi,Jun,2019,4696
2844,Pune,Other,Jun,2019,4659
2845,Pune,H-4(A) 27mm FIne,Jun,2019,4798
2846,Pune,LRA,Jun,2019,4727
2847,Pune,N-44,Jun,2019,4701
2848,Pune,DCH-32(Unginned),Jun,2019,4524
2849,Dhule,Varaxmi,Jun,2019,4651
2850,Dhule,Desi,Jun,2019,4696
2851,Dhule,Other,Jun,2019,4659
2852,Dhule,H-4(A) 27mm FIne,Jun,2019,4798
2853,Dhule,LRA,Jun,2019,4727
2854,Dhule,N-44,Jun,2019,4701
2855,Dhule,DCH-32(Unginned),Jun,2019,4524
2856,Pune,Varaxmi,Jul,2019,4879
2857,Pune,Desi,Jul,2019,4975
2858,Pune,Other,Jul,2019,4936
2859,Pune,H-4(A) 27mm FIne,Jul,2019,4969
2860,Pune,LRA,Jul,2019,5050
2861,Pune,N-44,Jul,2019,4987
2862,Pune,DCH-32(Unginned),Jul,2019,4963
2863,Dhule,Varaxmi,Jul,2019,4879
2864,Dhule,Desi,Jul,2019,4975
2865,Dhule,Other,Jul,2019,4936
2866,Dhule,H-4(A) 27mm FIne,Jul,2019,4969
2867,Dhule,LRA,Jul,2019,5050
2868,Dhule,N-44,Jul,2019,4987
2869,Dhule,DCH-32(Unginned),Jul,2019,4963
2870,Pune,Varaxmi,Aug,2019,4651
2871,Pune,Desi,Aug,2019,4696
2872,Pune,Other,Aug,2019,4659
2873,Pune,H-4(A) 27mm FIne,Aug,2019,4798
2874,Pune,LRA,Aug,2019,4727
2875,Pune,N-44,Aug,2019,4701
2876,Pune,DCH-32(Unginned),Aug,2019,4524
2877,Dhule,Varaxmi,Aug,2019,4651
2878,Dhule,Desi,Aug,2019,4696
2879,Dhule,Other,Aug,2019,4659
2880,Dhule,H-4(A) 27mm FIne,Aug,2019,4798
2881,Dhule,LRA,Aug,2019,4727
2882,Dhule,N-44,Aug,2019,4701
2883,Dhule,DCH-32(Unginned),Aug,2019,4524
2884,Pune,Varaxmi,Sep,2019,4651
2885,Pune,Desi,Sep,2019,4696
2886,Pune,Other,Sep,2019,4659
2887,Pune,H-4(A) 27mm FIne,Sep,2019,4798
2888,Pune,LRA,Sep,2019,4727
2889,Pune,N-44,Sep,2019,4701
2890,Pune,DCH-32(Unginned),Sep,2019,4524
2891,Dhule,Varaxmi,Sep,2019,4651
2892,Dhule,Desi,Sep,2019,4696
2893,Dhule,Other,Sep,2019,4659
2894,Dhule,H-4(A) 27mm FIne,Sep,2019,4798
2895,Dhule,LRA,Sep,2019,4727
2896,Dhule,N-44,Sep,2019,4701
2897,Dhule,DCH-32(Unginned),Sep,2019,4524
2898,Pune,Varaxmi,Oct,2019,4651
2899,Pune,Desi,Oct,2019,4696
2900,Pune,Other,Oct,2019,4659
2901,Pune,H-4(A) 27mm FIne,Oct,2019,4798
2902,Pune,LRA,Oct,2019,4727
2903,Pune,N-44,Oct,2019,4701
2904,Pune,DCH-32(Unginned),Oct,2019,4524
2905,Dhule,Varaxmi,Oct,2019,4651
2906,Dhule,Desi,Oct,2019,4696
2907,Dhule,Other,Oct,2019,4659
2908,Dhule,H-4(A) 27mm FIne,Oct,2019,4798
2909,Dhule,LRA,Oct,2019,4727
2910,Dhule,N-44,Oct,2019,4701
2911,Dhule,DCH-32(Unginned),Oct,2019,4524
2912,Pune,Varaxmi,Nov,2019,4364
2913,Pune,Desi,Nov,2019,4365
2914,Pune,Other,Nov,2019,4351
2915,Pune,H-4(A) 27mm FIne,Nov,2019,4365
2916,Pune,LRA,Nov,2019,4367
2917,Pune,N-44,Nov,2019,4394
2918,Pune,DCH-32(Unginned),Nov,2019,4403
2919,Dhule,Varaxmi,Nov,2019,4364
2920,Dhule,Desi,Nov,2019,4365
2921,Dhule,Other,Nov,2019,4351
2922,Dhule,H-4(A) 27mm FIne,Nov,2019,4365
2923,Dhule,LRA,Nov,2019,4367
2924,Dhule,N-44,Nov,2019,4394
2925,Dhule,DCH-32(Unginned),Nov,2019,4403
2926,Pune,Varaxmi,Dec,2019,4651
2927,Pune,Desi,Dec,2019,4696
2928,Pune,Other,Dec,2019,4659
2929,Pune,H-4(A) 27mm FIne,Dec,2019,4798
2930,Pune,LRA,Dec,2019,4727
2931,Pune,N-44,Dec,2019,4701
2932,Pune,DCH-32(Unginned),Dec,2019,4524
2933,Dhule,Varaxmi,Dec,2019,4651
2934,Dhule,Desi,Dec,2019,4696
2935,Dhule,Other,Dec,2019,4659
2936,Dhule,H-4(A) 27mm FIne,Dec,2019,4798
2937,Dhule,LRA,Dec,2019,4727
2938,Dhule,N-44,Dec,2019,4701
2939,Dhule,DCH-32(Unginned),Dec,2019,4524
2940,Pune,Varaxmi,Mar,2018,4611
2941,Pune,Desi,Mar,2018,4689
2942,Pune,Other,Mar,2018,4644
2943,Pune,H-4(A) 27mm FIne,Mar,2018,4752
2944,Pune,LRA,Mar,2018,4732
2945,Pune,N-44,Mar,2018,4696
2946,Pune,DCH-32(Unginned),Mar,2018,4457
2947,Dhule,Varaxmi,Mar,2018,4611
2948,Dhule,Desi,Mar,2018,4689
2949,Dhule,Other,Mar,2018,4644
2950,Dhule,H-4(A) 27mm FIne,Mar,2018,4752
2951,Dhule,LRA,Mar,2018,4732
2952,Dhule,N-44,Mar,2018,4696
2953,Dhule,DCH-32(Unginned),Mar,2018,4457
2954,Pune,Varaxmi,Apr,2018,4651
2955,Pune,Desi,Apr,2018,4696
2956,Pune,Other,Apr,2018,4659
2957,Pune,H-4(A) 27mm FIne,Apr,2018,4798
2958,Pune,LRA,Apr,2018,4727
2959,Pune,N-44,Apr,2018,4701
2960,Pune,DCH-32(Unginned),Apr,2018,4524
2961,Dhule,Varaxmi,Apr,2018,4651
2962,Dhule,Desi,Apr,2018,4696
2963,Dhule,Other,Apr,2018,4659
2964,Dhule,H-4(A) 27mm FIne,Apr,2018,4798
2965,Dhule,LRA,Apr,2018,4727
2966,Dhule,N-44,Apr,2018,4701
2967,Dhule,DCH-32(Unginned),Apr,2018,4524
2968,Pune,Varaxmi,May,2018,4651
2969,Pune,Desi,May,2018,4696
2970,Pune,Other,May,2018,4659
2971,Pune,H-4(A) 27mm FIne,May,2018,4798
2972,Pune,LRA,May,2018,4727
2973,Pune,N-44,May,2018,4701
2974,Pune,DCH-32(Unginned),May,2018,4524
2975,Dhule,Varaxmi,May,2018,4651
2976,Dhule,Desi,May,2018,4696
2977,Dhule,Other,May,2018,4659
2978,Dhule,H-4(A) 27mm FIne,May,2018,4798
2979,Dhule,LRA,May,2018,4727
2980,Dhule,N-44,May,2018,4701
2981,Dhule,DCH-32(Unginned),May,2018,4524
2982,Pune,Varaxmi,Jun,2018,4651
2983,Pune,Desi,Jun,2018,4696
2984,Pune,Other,Jun,2018,4659
2985,Pune,H-4(A) 27mm FIne,Jun,2018,4798
2986,Pune,LRA,Jun,2018,4727
2987,Pune,N-44,Jun,2018,4701
2988,Pune,DCH-32(Unginned),Jun,2018,4524
2989,Dhule,Varaxmi,Jun,2018,4651
2990,Dhule,Desi,Jun,2018,4696
2991,Dhule,Other,Jun,2018,4659
2992,Dhule,H-4(A) 27mm FIne,Jun,2018,4798
2993,Dhule,LRA,Jun,2018,4727
2994,Dhule,N-44,Jun,2018,4701
2995,Dhule,DCH-32(Unginned),Jun,2018,4524
2996,Pune,Varaxmi,Jul,2018,4879
2997,Pune,Desi,Jul,2018,4975
2998,Pune,Other,Jul,2018,4936
2999,Pune,H-4(A) 27mm FIne,Jul,2018,4969
3000,Pune,LRA,Jul,2018,5050
3001,Pune,N-44,Jul,2018,4987
3002,Pune,DCH-32(Unginned),Jul,2018,4963
3003,Dhule,Varaxmi,Jul,2018,4879
3004,Dhule,Desi,Jul,2018,4975
3005,Dhule,Other,Jul,2018,4936
3006,Dhule,H-4(A) 27mm FIne,Jul,2018,4969
3007,Dhule,LRA,Jul,2018,5050
3008,Dhule,N-44,Jul,2018,4987
3009,Dhule,DCH-32(Unginned),Jul,2018,4963
3010,Pune,Varaxmi,Aug,2018,4651
3011,Pune,Desi,Aug,2018,4696
3012,Pune,Other,Aug,2018,4659
3013,Pune,H-4(A) 27mm FIne,Aug,2018,4798
3014,Pune,LRA,Aug,2018,4727
3015,Pune,N-44,Aug,2018,4701
3016,Pune,DCH-32(Unginned),Aug,2018,4524
3017,Dhule,Varaxmi,Aug,2018,4651
3018,Dhule,Desi,Aug,2018,4696
3019,Dhule,Other,Aug,2018,4659
3020,Dhule,H-4(A) 27mm FIne,Aug,2018,4798
3021,Dhule,LRA,Aug,2018,4727
3022,Dhule,N-44,Aug,2018,4701
3023,Dhule,DCH-32(Unginned),Aug,2018,4524
3024,Pune,Varaxmi,Sep,2018,4651
3025,Pune,Desi,Sep,2018,4696
3026,Pune,Other,Sep,2018,4659
3027,Pune,H-4(A) 27mm FIne,Sep,2018,4798
3028,Pune,LRA,Sep,2018,4727
3029,Pune,N-44,Sep,2018,4701
3030,Pune,DCH-32(Unginned),Sep,2018,4524
3031,Dhule,Varaxmi,Sep,2018,4651
3032,Dhule,Desi,Sep,2018,4696
3033,Dhule,Other,Sep,2018,4659
3034,Dhule,H-4(A) 27mm FIne,Sep,2018,4798
3035,Dhule,LRA,Sep,2018,4727
3036,Dhule,N-44,Sep,2018,4701
3037,Dhule,DCH-32(Unginned),Sep,2018,4524
3038,Pune,Varaxmi,Oct,2018,4651
3039,Pune,Desi,Oct,2018,4696
3040,Pune,Other,Oct,2018,4659
3041,Pune,H-4(A) 27mm FIne,Oct,2018,4798
3042,Pune,LRA,Oct,2018,4727
3043,Pune,N-44,Oct,2018,4701
3044,Pune,DCH-32(Unginned),Oct,2018,4524
3045,Dhule,Varaxmi,Oct,2018,4651
3046,Dhule,Desi,Oct,2018,4696
3047,Dhule,Other,Oct,2018,4659
3048,Dhule,H-4(A) 27mm FIne,Oct,2018,4798
3049,Dhule,LRA,Oct,2018,4727
3050,Dhule,N-44,Oct,2018,4701
3051,Dhule,DCH-32(Unginned),Oct,2018,4524
3052,Pune,Varaxmi,Nov,2018,4364
3053,Pune,Desi,Nov,2018,4365
3054,Pune,Other,Nov,2018,4351
3055,Pune,H-4(A) 27mm FIne,Nov,2018,4365
3056,Pune,LRA,Nov,2018,4367
3057,Pune,N-44,Nov,2018,4394
3058,Pune,DCH-32(Unginned),Nov,2018,4403
3059,Dhule,Varaxmi,Nov,2018,4364
3060,Dhule,Desi,Nov,2018,4365
3061,Dhule,Other,Nov,2018,4351
3062,Dhule,H-4(A) 27mm FIne,Nov,2018,4365
3063,Dhule,LRA,Nov,2018,4367
3064,Dhule,N-44,Nov,2018,4394
3065,Dhule,DCH-32(Unginned),Nov,2018,4403
3066,Pune,Varaxmi,Dec,2018,4651
3067,Pune,Desi,Dec,2018,4696
3068,Pune,Other,Dec,2018,4659
3069,Pune,H-4(A) 27mm FIne,Dec,2018,4798
3070,Pune,LRA,Dec,2018,4727
3071,Pune,N-44,Dec,2018,4701
3072,Pune,DCH-32(Unginned),Dec,2018,4524
3073,Dhule,Varaxmi,Dec,2018,4651
3074,Dhule,Desi,Dec,2018,4696
3075,Dhule,Other,Dec,2018,4659
3076,Dhule,H-4(A) 27mm FIne,Dec,2018,4798
3077,Dhule,LRA,Dec,2018,4727
3078,Dhule,N-44,Dec,2018,4701
3079,Dhule,DCH-32(Unginned),Dec,2018,4524
